"","Group.1","Group.2","Group.3","weight_count"
"2135",2468,"Jumpin' Jack Flash (1986)","Thriller",2.77005347593583
"3153",3316,"Reindeer Games (2000)","Thriller",2.7681660899654
"3494",3584,"Breathless (1983)","Thriller",2.76744186046512
"5613",1483,"Crash (1996)","Thriller",2.75886524822695
"3714",3758,"Communion (1989)","Thriller",2.75833333333333
"2455",2719,"Haunting, The (1999)","Thriller",2.73970588235294
"1527",2121,"Cujo (1983)","Thriller",2.73061224489796
"3318",3484,"Skulls, The (2000)","Thriller",2.72847682119205
"2924",3063,"Poison Ivy (1992)","Thriller",2.71942446043165
"1903",2279,"Urban Legend (1998)","Thriller",2.71681415929204
"7012",1598,"Desperate Measures (1998)","Thriller",2.71171171171171
"3833",3835,"Crush, The (1993)","Thriller",2.70786516853933
"4563",798,"Daylight (1996)","Thriller",2.70588235294118
"14612",2026,"Disturbing Behavior (1998)","Thriller",2.68944099378882
"1485",2107,"Halloween: H20 (1998)","Thriller",2.68844221105528
"4103",1004,"Glimmer Man, The (1996)","Thriller",2.66336633663366
"1098",1752,"Hard Rain (1998)","Thriller",2.65533980582524
"4593",836,"Chain Reaction (1996)","Thriller",2.65400843881857
"4043",436,"Color of Night (1994)","Thriller",2.65248226950355
"2075",2389,"Psycho (1998)","Thriller",2.65151515151515
"3744",3764,"F/X 2 (1992)","Thriller",2.64081632653061
"2564",2806,"Teaching Mrs. Tingle (1999)","Thriller",2.63316582914573
"4552",79,"Juror, The (1996)","Thriller",2.60526315789474
"3634",3705,"Bird on a Wire (1990)","Thriller",2.58421052631579
"6010",1515,"Volcano (1997)","Thriller",2.55801104972376
"4534",782,"Fan, The (1996)","Thriller",2.55172413793103
"5910",1499,"Anaconda (1997)","Thriller",2.53057644110276
"4494",742,"Thinner (1996)","Thriller",2.52873563218391
"3994",415,"Another Stakeout (1993)","Thriller",2.4804469273743
"1536",2122,"Children of the Corn (1984)","Thriller",2.44635193133047
"2653",2851,"Saturn 3 (1979)","Thriller",2.44360902255639
"2602",2827,"Astronaut's Wife, The (1999)","Thriller",2.44207317073171
"1428",1995,"Poltergeist II: The Other Side (1986)","Thriller",2.42307692307692
"2718",2902,"Psycho II (1983)","Thriller",2.42073170731707
"4032",427,"Boxing Helena (1993)","Thriller",2.36746987951807
"1974",2315,"Bride of Chucky (1998)","Thriller",2.36734693877551
"4673",891,"Halloween: The Curse of Michael Myers (1995)","Thriller",2.36065573770492
"4181",540,"Sliver (1993)","Thriller",2.2189349112426
"4602",839,"Crow: City of Angels, The (1996)","Thriller",2.21481481481481
"2024",2338,"I Still Know What You Did Last Summer (1998)","Thriller",2.20338983050847
"4642",880,"Island of Dr. Moreau, The (1996)","Thriller",2.20061728395062
"3084",3238,"Eye of the Beholder (1999)","Thriller",2.13483146067416
"4416",692,"Solo (1996)","Thriller",2.11320754716981
"4164",519,"Robocop 3 (1993)","Thriller",1.94059405940594
"6412",1556,"Speed 2: Cruise Control (1997)","Thriller",1.87193460490463
"1436",1996,"Poltergeist III (1988)","Thriller",1.83035714285714
"12610",260,"Star Wars: Episode IV - A New Hope (1977)","Sci-Fi",5.12174857907054
"2674",750,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)","Sci-Fi",5.11737381126555
"12311",2571,"Matrix, The (1999)","Sci-Fi",4.96320463320463
"8103",1196,"Star Wars: Episode V - The Empire Strikes Back (1980)","Sci-Fi",4.93692307692308
"2537",541,"Blade Runner (1982)","Sci-Fi",4.91433333333333
"1439",1214,"Alien (1979)","Sci-Fi",4.78352272727273
"1719",1240,"Terminator, The (1984)","Sci-Fi",4.77485700667302
"1819",1253,"Day the Earth Stood Still, The (1951)","Sci-Fi",4.76252236135957
"1070",1200,"Aliens (1986)","Sci-Fi",4.7446978021978
"990",1199,"Brazil (1985)","Sci-Fi",4.71210295728368
"1250",1206,"Clockwork Orange, A (1971)","Sci-Fi",4.68982912937347
"2734",924,"2001: A Space Odyssey (1968)","Sci-Fi",4.67907925407925
"2554",589,"Terminator 2: Judgment Day (1991)","Sci-Fi",4.66728954322386
"1330",1210,"Star Wars: Episode VI - Return of the Jedi (1983)","Sci-Fi",4.62632674297607
"1904",3471,"Close Encounters of the Third Kind (1977)","Sci-Fi",4.61664369400413
"1919",1270,"Back to the Future (1985)","Sci-Fi",4.58886953155246
"3107",1077,"Sleeper (1973)","Sci-Fi",4.57681451612903
"4105",1097,"E.T. the Extra-Terrestrial (1982)","Sci-Fi",4.55996033494932
"1754",32,"Twelve Monkeys (1995)","Sci-Fi",4.53759099933819
"1446",2664,"Invasion of the Body Snatchers (1956)","Sci-Fi",4.49928343949045
"2920",1374,"Star Trek: The Wrath of Khan (1982)","Sci-Fi",4.46260359116022
"14211",2662,"War of the Worlds, The (1953)","Sci-Fi",4.43716814159292
"5213",1748,"Dark City (1998)","Sci-Fi",4.39605263157895
"2294",3793,"X-Men (2000)","Sci-Fi",4.39374586366645
"1529",1215,"Army of Darkness (1993)","Sci-Fi",4.37486772486772
"6314",1921,"Pi (1998)","Sci-Fi",4.35986949429037
"9016",2288,"Thing, The (1982)","Sci-Fi",4.35323886639676
"1737",3175,"Galaxy Quest (1999)","Sci-Fi",4.33712384259259
"4020",1584,"Contact (1997)","Sci-Fi",4.33371924746744
"2495",480,"Jurassic Park (1993)","Sci-Fi",4.3284244011976
"3919",1580,"Men in Black (1997)","Sci-Fi",4.30094562647754
"3417",1396,"Sneakers (1992)","Sci-Fi",4.28693858845096
"11413",2529,"Planet of the Apes (1968)","Sci-Fi",4.26944922547332
"4516",1653,"Gattaca (1997)","Sci-Fi",4.26792014856082
"2520",1356,"Star Trek: First Contact (1996)","Sci-Fi",4.26553435114504
"1177",1019,"20,000 Leagues Under the Sea (1954)","Sci-Fi",4.258
"1633",2968,"Time Bandits (1981)","Sci-Fi",4.24816831683168
"5101",1127,"Abyss, The (1989)","Sci-Fi",4.23655976676385
"6615",1965,"Repo Man (1984)","Sci-Fi",4.23555259653795
"1624",2916,"Total Recall (1990)","Sci-Fi",4.23471943887776
"22110",3703,"Mad Max 2 (a.k.a. The Road Warrior) (1981)","Sci-Fi",4.22519342359768
"2743",968,"Night of the Living Dead (1968)","Sci-Fi",4.22202797202797
"2205",3702,"Mad Max (1979)","Sci-Fi",4.21378986866792
"3120",1376,"Star Trek IV: The Voyage Home (1986)","Sci-Fi",4.2047513321492
"1954",3527,"Predator (1987)","Sci-Fi",4.20188897455667
"8413",2140,"Dark Crystal, The (1982)","Sci-Fi",4.19992957746479
"3519",1527,"Fifth Element, The (1997)","Sci-Fi",4.18660130718954
"2654",741,"Ghost in the Shell (Kokaku kidotai) (1995)","Sci-Fi",4.08917197452229
"6915",2010,"Metropolis (1926)","Sci-Fi",4.08247422680412
"2565",610,"Heavy Metal (1981)","Sci-Fi",4.0789644012945
"10013",2407,"Cocoon (1985)","Sci-Fi",4.0684393638171
"1339",2640,"Superman (1978)","Sci-Fi",4.06734860883797
"1595",29,"City of Lost Children, The (1995)","Sci-Fi",4.06203473945409
"2693",780,"Independence Day (ID4) (1996)","Sci-Fi",4.03696531791907
"6115",1909,"X-Files: Fight the Future, The (1998)","Sci-Fi",4.01691767068273
"1724",316,"Stargate (1994)","Sci-Fi",4.01366487455197
"7101",1175,"Delicatessen (1991)","Sci-Fi",4.00271739130435
"11317",2528,"Logan's Run (1976)","Sci-Fi",3.99009584664537
"7514",2046,"Flight of the Navigator (1986)","Sci-Fi",3.98638059701493
"6102",1129,"Escape from New York (1981)","Sci-Fi",3.98467194570136
"2172",3699,"Starman (1984)","Sci-Fi",3.98046242774566
"2120",1301,"Forbidden Planet (1956)","Sci-Fi",3.97587131367292
"1646",2985,"Robocop (1987)","Sci-Fi",3.9693246541904
"10613",2455,"Fly, The (1986)","Sci-Fi",3.95681605975724
"11214",2527,"Westworld (1973)","Sci-Fi",3.93459119496855
"2019",1274,"Akira (1988)","Sci-Fi",3.93362831858407
"13211",2628,"Star Wars: Episode I - The Phantom Menace (1999)","Sci-Fi",3.92124444444444
"2720",1372,"Star Trek VI: The Undiscovered Country (1991)","Sci-Fi",3.92102897102897
"3818",1573,"Face/Off (1997)","Sci-Fi",3.91129486277269
"1409",2660,"Thing From Another World, The (1951)","Sci-Fi",3.8962962962963
"1708",3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)","Sci-Fi",3.89607201309329
"2237",3745,"Titan A.E. (2000)","Sci-Fi",3.8885046728972
"1787",329,"Star Trek: Generations (1994)","Sci-Fi",3.88328282828283
"7218",2021,"Dune (1984)","Sci-Fi",3.8595690747782
"8114",2105,"Tron (1982)","Sci-Fi",3.8590206185567
"3015",1375,"Star Trek III: The Search for Spock (1984)","Sci-Fi",3.85690399137001
"9814",2393,"Star Trek: Insurrection (1998)","Sci-Fi",3.85043370508055
"7014",2011,"Back to the Future Part II (1989)","Sci-Fi",3.84525043177893
"1806",3300,"Pitch Black (2000)","Sci-Fi",3.79584870848708
"6716",198,"Strange Days (1995)","Sci-Fi",3.7902479338843
"1383",2657,"Rocky Horror Picture Show, The (1975)","Sci-Fi",3.78483373884834
"1685",3033,"Spaceballs (1987)","Sci-Fi",3.7761957730812
"2344",3863,"Cell, The (2000)","Sci-Fi",3.75060790273556
"24111",3932,"Invisible Man, The (1933)","Sci-Fi",3.75
"7114",2012,"Back to the Future Part III (1990)","Sci-Fi",3.72848432055749
"8313",2117,"Nineteen Eighty-Four (1984)","Sci-Fi",3.71942446043165
"1996",3576,"Hidden, The (1987)","Sci-Fi",3.6830985915493
"2595",671,"Mystery Science Theater 3000: The Movie (1996)","Sci-Fi",3.67982456140351
"2164",3698,"Running Man, The (1987)","Sci-Fi",3.67842465753425
"6213",1917,"Armageddon (1998)","Sci-Fi",3.67067567567568
"2026",3638,"Moonraker (1979)","Sci-Fi",3.6704754601227
"9915",24,"Powder (1995)","Sci-Fi",3.65641025641026
"5912",1876,"Deep Impact (1998)","Sci-Fi",3.64145251396648
"2226",3704,"Mad Max Beyond Thunderdome (1985)","Sci-Fi",3.64113573407202
"1347",2641,"Superman II (1980)","Sci-Fi",3.63894799054373
"2618",1371,"Star Trek: The Motion Picture (1979)","Sci-Fi",3.60681818181818
"4617",1676,"Starship Troopers (1997)","Sci-Fi",3.60326741186586
"2219",1306,"Until the End of the World (Bis ans Ende der Welt) (1991)","Sci-Fi",3.60294117647059
"2184",3700,"Brother from Another Planet, The (1984)","Sci-Fi",3.58536585365854
"2396",3927,"Fantastic Voyage (1966)","Sci-Fi",3.58045977011494
"8015",2094,"Rocketeer, The (1991)","Sci-Fi",3.575
"8513",2173,"Navigator: A Mediaeval Odyssey, The (1988)","Sci-Fi",3.56363636363636
"1673",3032,"Omega Man, The (1971)","Sci-Fi",3.54017857142857
"6815",2009,"Soylent Green (1973)","Sci-Fi",3.51895734597156
"2319",1320,"Alien³ (1992)","Sci-Fi",3.49351351351351
"3616",1544,"Lost World: Jurassic Park, The (1997)","Sci-Fi",3.49215139442231
"2255",3770,"Dreamscape (1984)","Sci-Fi",3.47041420118343
"8613",2232,"Cube (1997)","Sci-Fi",3.46781115879828
"1944",3503,"Solaris (Solyaris) (1972)","Sci-Fi",3.45454545454545
"15111",2699,"Arachnophobia (1990)","Sci-Fi",3.4533650329188
"2705",788,"Nutty Professor, The (1996)","Sci-Fi",3.44514767932489
"2483",442,"Demolition Man (1993)","Sci-Fi",3.441015625
"8915",2287,"Them! (1954)","Sci-Fi",3.43928571428571
"9116",2311,"2010 (1984)","Sci-Fi",3.41702127659574
"4717",1690,"Alien: Resurrection (1997)","Sci-Fi",3.40275994865212
"2323",3827,"Space Cowboys (2000)","Sci-Fi",3.38284518828452
"1178",1205,"Transformers: The Movie, The (1986)","Sci-Fi",3.38095238095238
"7714",2054,"Honey, I Shrunk the Kids (1989)","Sci-Fi",3.37296650717703
"2384",3926,"Voyage to the Bottom of the Sea (1961)","Sci-Fi",3.36111111111111
"10514",2454,"Fly, The (1958)","Sci-Fi",3.35833333333333
"12010",2553,"Village of the Damned (1960)","Sci-Fi",3.35616438356164
"3320",1391,"Mars Attacks! (1996)","Sci-Fi",3.33542830540037
"8217",2116,"Lord of the Rings, The (1978)","Sci-Fi",3.33333333333333
"9414",2363,"Godzilla (Gojira) (1954)","Sci-Fi",3.31893687707641
"9315",2346,"Stepford Wives, The (1975)","Sci-Fi",3.30666666666667
"1538",2722,"Deep Blue Sea (1999)","Sci-Fi",3.30384615384615
"5715",185,"Net, The (1995)","Sci-Fi",3.30043936731107
"2154",3697,"Predator 2 (1990)","Sci-Fi",3.29797822706065
"12712",2600,"eXistenZ (1999)","Sci-Fi",3.25609756097561
"6514",196,"Species (1995)","Sci-Fi",3.24718181818182
"2194",3701,"Alien Nation (1988)","Sci-Fi",3.22420634920635
"1767",3269,"Forever Young (1992)","Sci-Fi",3.20335429769392
"1618",2901,"Phantasm (1979)","Sci-Fi",3.2030303030303
"1498",2672,"Thirteenth Floor, The (1999)","Sci-Fi",3.18925831202046
"12113",2554,"Children of the Damned (1963)","Sci-Fi",3.17647058823529
"2825",1373,"Star Trek V: The Final Frontier (1989)","Sci-Fi",3.16109298531811
"2663",748,"Arrival, The (1996)","Sci-Fi",3.15107913669065
"2420",1334,"Blob, The (1958)","Sci-Fi",3.13609467455621
"12913",2613,"Night of the Comet (1984)","Sci-Fi",3.09608540925267
"2464",426,"Body Snatchers (1993)","Sci-Fi",3.0817843866171
"5515",1779,"Sphere (1998)","Sci-Fi",3.06312384473198
"2109",1037,"Lawnmower Man, The (1992)","Sci-Fi",3.05918699186992
"11810",2533,"Escape from the Planet of the Apes (1971)","Sci-Fi",3.04103671706264
"2604",674,"Barbarella (1968)","Sci-Fi",3.01554404145078
"13112",2615,"My Science Project (1985)","Sci-Fi",3.01058201058201
"2473",435,"Coneheads (1993)","Sci-Fi",2.996904315197
"1846",3354,"Mission to Mars (2000)","Sci-Fi",2.98448928121059
"5614",1831,"Lost in Space (1998)","Sci-Fi",2.97241379310345
"2505",504,"No Escape (1994)","Sci-Fi",2.95505617977528
"9715",2377,"Lifeforce (1985)","Sci-Fi",2.94535519125683
"11514",2530,"Beneath the Planet of the Apes (1970)","Sci-Fi",2.94520547945205
"2445",3937,"Runaway (1984)","Sci-Fi",2.94074074074074
"9214",2322,"Soldier (1998)","Sci-Fi",2.93103448275862
"4418",1603,"Mimic (1997)","Sci-Fi",2.92528735632184
"17110",3156,"Bicentennial Man (1999)","Sci-Fi",2.90600522193211
"7415",2038,"Cat from Outer Space, The (1978)","Sci-Fi",2.9040404040404
"2285",379,"Timecop (1994)","Sci-Fi",2.88990825688073
"1865",338,"Virtuosity (1995)","Sci-Fi",2.88235294117647
"25111",512,"Robert A. Heinlein's The Puppet Masters (1994)","Sci-Fi",2.87150837988827
"2066",3660,"Puppet Master (1989)","Sci-Fi",2.85987261146497
"1824",3326,"What Planet Are You From? (2000)","Sci-Fi",2.85555555555556
"2686",76,"Screamers (1995)","Sci-Fi",2.85393258426966
"7913",2093,"Return to Oz (1985)","Sci-Fi",2.85144927536232
"7815",2091,"Return from Witch Mountain (1978)","Sci-Fi",2.8494623655914
"11710",2532,"Conquest of the Planet of the Apes (1972)","Sci-Fi",2.84357541899441
"11613",2531,"Battle for the Planet of the Apes (1973)","Sci-Fi",2.83333333333333
"10217",2428,"Faculty, The (1998)","Sci-Fi",2.77777777777778
"9514",2364,"Godzilla (Gojira) (1984)","Sci-Fi",2.77685950413223
"7313",2034,"Black Hole, The (1979)","Sci-Fi",2.7728813559322
"9611",2365,"King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)","Sci-Fi",2.77205882352941
"2247",3758,"Communion (1989)","Sci-Fi",2.75833333333333
"5415",1762,"Deep Rising (1998)","Sci-Fi",2.73568281938326
"2355",3864,"Godzilla 2000 (Gojira ni-sen mireniamu) (1999)","Sci-Fi",2.69230769230769
"1607",2900,"Monkey Shines (1988)","Sci-Fi",2.6832298136646
"5118",173,"Judge Dredd (1995)","Sci-Fi",2.65478723404255
"12212",256,"Junior (1994)","Sci-Fi",2.65137614678899
"6414",1924,"Plan 9 from Outer Space (1958)","Sci-Fi",2.63453815261044
"4217",1591,"Spawn (1997)","Sci-Fi",2.62105263157895
"1776",327,"Tank Girl (1995)","Sci-Fi",2.6145251396648
"2374",3923,"Return of the Fly (1959)","Sci-Fi",2.57692307692308
"4914",172,"Johnny Mnemonic (1995)","Sci-Fi",2.5764192139738
"4316",160,"Congo (1995)","Sci-Fi",2.57477876106195
"18110",332,"Village of the Damned (1995)","Sci-Fi",2.54658385093168
"23110",3826,"Hollow Man (2000)","Sci-Fi",2.53827160493827
"1487",2668,"Swamp Thing (1982)","Sci-Fi",2.53479853479853
"10113",2408,"Cocoon: The Return (1988)","Sci-Fi",2.52895752895753
"4125",1590,"Event Horizon (1997)","Sci-Fi",2.51807228915663
"1559",2808,"Universal Soldier (1992)","Sci-Fi",2.512
"27110",849,"Escape from L.A. (1996)","Sci-Fi",2.51076320939335
"15210",2701,"Wild Wild West (1999)","Sci-Fi",2.48231707317073
"2573",611,"Hellraiser: Bloodline (1996)","Sci-Fi",2.47222222222222
"1577",2851,"Saturn 3 (1979)","Sci-Fi",2.44360902255639
"1566",2827,"Astronaut's Wife, The (1999)","Sci-Fi",2.44207317073171
"2305",3802,"Freejack (1992)","Sci-Fi",2.41776315789474
"1656",2986,"Robocop 2 (1990)","Sci-Fi",2.38133874239351
"11114",2526,"Meteor (1979)","Sci-Fi",2.36641221374046
"10314",2448,"Virus (1999)","Sci-Fi",2.34920634920635
"1665",3024,"Piranha (1978)","Sci-Fi",2.34782608695652
"1357",2642,"Superman III (1983)","Sci-Fi",2.33659491193738
"10910",2498,"My Favorite Martian (1999)","Sci-Fi",2.33333333333333
"6012",1882,"Godzilla (1998)","Sci-Fi",2.32464929859719
"10714",2456,"Fly II, The (1989)","Sci-Fi",2.31338028169014
"7613",2053,"Honey, I Blew Up the Kid (1992)","Sci-Fi",2.25721784776903
"11017",2525,"Alligator (1980)","Sci-Fi",2.23529411764706
"1199",2549,"Wing Commander (1999)","Sci-Fi",2.22857142857143
"2724",880,"Island of Dr. Moreau, The (1996)","Sci-Fi",2.20061728395062
"1744",3190,"Supernova (2000)","Sci-Fi",2.14906832298137
"2456",405,"Highlander III: The Sorcerer (1994)","Sci-Fi",2.12315270935961
"2623",692,"Solo (1996)","Sci-Fi",2.11320754716981
"1874",3401,"Baby... Secret of the Lost Legend (1985)","Sci-Fi",2.10619469026549
"10415",2450,"Howard the Duck (1986)","Sci-Fi",2.09907834101382
"5813",1862,"Species II (1998)","Sci-Fi",2.05050505050505
"2645",737,"Barb Wire (1996)","Sci-Fi",2.03
"2522",519,"Robocop 3 (1993)","Sci-Fi",1.94059405940594
"1365",2643,"Superman IV: The Quest for Peace (1987)","Sci-Fi",1.88855421686747
"2544",546,"Super Mario Bros. (1993)","Sci-Fi",1.87428571428571
"20110",3593,"Battlefield Earth (2000)","Sci-Fi",1.61111111111111
"4391",912,"Casablanca (1942)","Romance",5.0747453565009
"1813",1197,"Princess Bride, The (1987)","Romance",4.94926660914581
"4331",898,"Philadelphia Story, The (1940)","Romance",4.94579037800687
"4471",930,"Notorious (1946)","Romance",4.9385393258427
"1413",1172,"Cinema Paradiso (1988)","Romance",4.9309756097561
"4341",899,"Singin' in the Rain (1952)","Romance",4.92616511318242
"456",969,"African Queen, The (1951)","Romance",4.88940397350993
"2713",1247,"Graduate, The (1967)","Romance",4.8827121332276
"2313",2692,"Run Lola Run (Lola rennt) (1998)","Romance",4.85853544776119
"4421",916,"Roman Holiday (1953)","Romance",4.84894117647059
"4451",928,"Rebecca (1940)","Romance",4.83536269430052
"4401",914,"My Fair Lady (1964)","Romance",4.77720125786163
"2513",1230,"Annie Hall (1977)","Romance",4.76293103448276
"1862",2396,"Shakespeare in Love (1998)","Romance",4.74660194174757
